radius,center,image_name
18,"(1746, 1332)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
17,"(1666, 1030)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
19,"(1596, 1482)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(1904, 1644)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
19,"(1468, 1256)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
19,"(1570, 1426)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(1744, 1468)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
17,"(1620, 1068)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(1710, 1692)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
17,"(1770, 1516)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
19,"(1606, 1148)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
19,"(1882, 1724)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(1830, 1618)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
15,"(2046, 1654)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
16,"(1672, 1316)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
15,"(1622, 1534)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(1824, 1492)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
15,"(1794, 1440)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(2016, 1438)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
14,"(2004, 1476)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
19,"(1802, 1570)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(1436, 1210)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
16,"(1530, 1146)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
16,"(1694, 1368)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
15,"(1932, 1696)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
19,"(1514, 1220)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(1538, 1378)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
17,"(2070, 1578)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(1700, 1078)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
14,"(1722, 1420)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
14,"(1852, 1540)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
16,"(1716, 1286)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
14,"(1854, 1672)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
14,"(1684, 1638)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
14,"(1970, 1460)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
16,"(1482, 1176)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
19,"(1776, 1388)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
16,"(1742, 1740)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
16,"(1982, 1430)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
14,"(1656, 1580)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
13,"(1656, 1108)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
17,"(1882, 1586)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(1690, 1232)","image_(18, 36.96451, 27.04207, 37.91638, 24.69288, 37.92546, 24.68158).jpeg"
18,"(1146, 1240)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
21,"(1126, 1300)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
19,"(1102, 1086)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
18,"(1100, 1258)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
16,"(1014, 1022)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
16,"(1134, 1130)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
18,"(1034, 1068)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
19,"(996, 1088)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
19,"(1090, 1158)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
18,"(1018, 1134)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
18,"(1062, 1112)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
18,"(1220, 1318)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
21,"(990, 1192)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
18,"(1262, 1296)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
14,"(1054, 996)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
15,"(1072, 1220)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
20,"(1076, 1040)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
17,"(948, 1108)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
13,"(1044, 1180)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
14,"(1172, 1284)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
13,"(1204, 1208)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
17,"(1048, 1282)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
19,"(1118, 1194)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
22,"(912, 1072)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
19,"(964, 1154)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
17,"(1162, 1176)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
16,"(1012, 1240)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
11,"(1170, 1346)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
14,"(1232, 1250)","image_(18, 36.96515, 26.92644, 37.81446, 23.16419, 37.82339, 23.15273).jpeg"
22,"(520, 1158)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
21,"(786, 712)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
22,"(664, 906)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
22,"(836, 746)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
22,"(776, 840)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
22,"(618, 1078)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
21,"(550, 1104)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
22,"(754, 762)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
22,"(712, 932)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
22,"(800, 794)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
16,"(696, 858)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
22,"(576, 1052)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
21,"(636, 954)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
22,"(608, 1002)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
20,"(596, 1126)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
19,"(684, 986)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
23,"(570, 1180)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
21,"(650, 1032)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
22,"(746, 882)","image_(18, 36.96855, 24.66787, 37.4452, 23.07304, 37.45412, 23.06162).jpeg"
27,"(1190, 978)","image_(18, 36.97448, 27.03532, 37.91511, 23.41422, 37.92406, 23.40277).jpeg"
18,"(1026, 958)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
17,"(946, 654)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(760, 804)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
19,"(1324, 1280)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(1412, 1186)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
15,"(874, 1106)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(1462, 1274)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(982, 704)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(990, 1316)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
17,"(1002, 1042)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
19,"(1132, 1164)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(1438, 1240)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
16,"(1078, 1194)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
19,"(1162, 1348)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(918, 888)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
19,"(886, 772)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(746, 882)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
14,"(1282, 1100)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(1102, 1116)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(1052, 1014)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
17,"(1294, 1062)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(1352, 1204)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(936, 732)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
19,"(792, 844)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
17,"(904, 1158)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
15,"(848, 1052)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
17,"(1108, 1240)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
16,"(1376, 1260)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
16,"(972, 992)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
14,"(1182, 1270)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
14,"(1024, 1092)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
17,"(712, 834)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
18,"(1076, 1064)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
16,"(994, 910)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
16,"(1262, 1056)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
16,"(968, 856)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
14,"(1248, 1086)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
13,"(1020, 1366)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
14,"(934, 1206)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
14,"(964, 1264)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
14,"(1134, 1296)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
19,"(1386, 1866)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
15,"(900, 696)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
14,"(950, 938)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
11,"(1212, 1320)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
17,"(1050, 1138)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
16,"(808, 772)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
14,"(1158, 1212)","image_(18, 36.9747, 27.03547, 37.91479, 24.69674, 37.92387, 24.68545).jpeg"
21,"(526, 356)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
22,"(512, 396)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
26,"(1384, 268)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
17,"(566, 380)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
24,"(552, 416)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
24,"(112, 876)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
22,"(1884, 1128)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
19,"(1964, 1868)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
19,"(240, 1912)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
15,"(694, 948)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
17,"(878, 1752)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
16,"(234, 584)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
16,"(238, 1676)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
15,"(1290, 1154)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
14,"(358, 1732)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
12,"(224, 938)","image_(18, 36.97653, 26.30225, 37.75359, 23.18017, 37.76252, 23.16872).jpeg"
21,"(428, 478)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
22,"(584, 52)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
21,"(468, 502)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
22,"(548, 30)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
24,"(208, 1208)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
22,"(416, 516)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
19,"(452, 540)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
22,"(2082, 642)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
20,"(610, 20)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
19,"(386, 1876)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
17,"(318, 1686)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
17,"(1972, 374)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
18,"(82, 1108)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
17,"(332, 1468)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
16,"(1910, 1544)","image_(18, 36.98009, 26.30492, 37.75411, 23.18069, 37.76304, 23.16924).jpeg"
22,"(862, 840)","image_(18, 37.00632, 25.02244, 37.45989, 27.00577, 37.46918, 26.99483).jpeg"
22,"(870, 900)","image_(18, 37.00632, 25.02244, 37.45989, 27.00577, 37.46918, 26.99483).jpeg"
18,"(884, 1014)","image_(18, 37.00632, 25.02244, 37.45989, 27.00577, 37.46918, 26.99483).jpeg"
18,"(938, 1002)","image_(18, 37.00632, 25.02244, 37.45989, 27.00577, 37.46918, 26.99483).jpeg"
22,"(880, 954)","image_(18, 37.00632, 25.02244, 37.45989, 27.00577, 37.46918, 26.99483).jpeg"
11,"(214, 1706)","image_(18, 37.00632, 25.02244, 37.45989, 27.00577, 37.46918, 26.99483).jpeg"
18,"(920, 884)","image_(18, 37.00632, 25.02244, 37.45989, 27.00577, 37.46918, 26.99483).jpeg"
21,"(1094, 1088)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
21,"(938, 1104)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
21,"(998, 1158)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
20,"(1038, 1030)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
20,"(944, 1018)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
20,"(1090, 1160)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
18,"(840, 1088)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
17,"(1234, 1050)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
20,"(890, 1056)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
19,"(948, 1196)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
16,"(1082, 998)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
16,"(1042, 1198)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
18,"(1136, 1124)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
19,"(996, 1240)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
16,"(1042, 952)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
20,"(984, 1068)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
21,"(1044, 1122)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
18,"(1130, 964)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
20,"(1186, 1086)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
19,"(1184, 1016)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
16,"(1284, 1008)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
22,"(1142, 1048)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
17,"(992, 986)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
15,"(1094, 916)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
19,"(1236, 978)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
16,"(878, 1140)","image_(18, 37.00726, 26.94008, 37.88482, 23.42564, 37.89378, 23.41419).jpeg"
22,"(1964, 1490)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
21,"(2052, 1594)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
22,"(2038, 1676)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
21,"(1922, 1430)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
21,"(1820, 1416)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
22,"(1780, 1358)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
17,"(1998, 1218)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
21,"(2058, 1170)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
22,"(1870, 1462)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
20,"(1882, 1384)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
21,"(1956, 1576)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
20,"(1996, 1622)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
14,"(2048, 1276)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
17,"(1840, 1318)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
22,"(2096, 1648)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
18,"(1790, 1660)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
15,"(1066, 1332)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
22,"(2122, 1396)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
18,"(1768, 1620)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
13,"(1808, 1594)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
23,"(2008, 1542)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
17,"(2088, 1230)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
14,"(1012, 1460)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
15,"(1060, 1108)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
15,"(1126, 1320)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
15,"(1038, 1426)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
16,"(1916, 1512)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
15,"(1154, 1226)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
17,"(2086, 1328)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
15,"(1030, 1080)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
11,"(1096, 1298)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
15,"(1126, 1262)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
15,"(1836, 1628)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
15,"(1156, 1292)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
10,"(1002, 1116)","image_(18, 37.01058, 25.02087, 37.49266, 22.93409, 37.50157, 22.92265).jpeg"
